date,country,imports,exports,oil_price,usd_inr,gdp_india,gdp_country,trade_deficit,trade_deficit_next
2017-11,china,6214743116.224,1329886499.029,62.71,64.41480255126953,2.65,12.54,4884856617.195,5448642842.48
2017-11,russia,772828261.243,156022928.442,62.71,64.41480255126953,2.65,1.57,616805332.801,409009646.804
2017-11,usa,2352630672.517,3989964065.506,62.71,64.41480255126953,2.65,19.48,-1637333392.9889998,-1620199788.5680003
2017-12,china,6718376603.599,1269733761.119,64.37,63.84080123901367,2.65,12.54,5448642842.48,5778122887.135
2017-12,russia,602737380.224,193727733.42,64.37,63.84080123901367,2.65,1.57,409009646.804,446159728.2479999
2017-12,usa,2505982394.067,4126182182.635,64.37,63.84080123901367,2.65,19.48,-1620199788.5680003,-2015596691.718
2018-01,china,6847848380.984,1069725493.849,69.08,63.769901275634766,2.7,14.15,5778122887.135,5050519345.352
2018-01,russia,624729874.527,178570146.279,69.08,63.769901275634766,2.7,1.66,446159728.2479999,554017390.561
2018-01,usa,1989769543.658,4005366235.376,69.08,63.769901275634766,2.7,20.53,-2015596691.718,-1812954151.9060001
2018-02,china,6238926477.837,1188407132.485,65.32,64.91000366210938,2.7,14.15,5050519345.352,5188984722.2109995
2018-02,russia,734956441.648,180939051.087,65.32,64.91000366210938,2.7,1.66,554017390.561,677862024.404
2018-02,usa,2108454720.534,3921408872.44,65.32,64.91000366210938,2.7,20.53,-1812954151.9060001,-1992625467.2660003
2018-03,china,6773241337.386,1584256615.175,66.02,65.0698013305664,2.7,14.15,5188984722.2109995,3705481082.4440002
2018-03,russia,907024512.176,229162487.772,66.02,65.0698013305664,2.7,1.66,677862024.404,292438629.979
2018-03,usa,2591313279.577,4583938746.843,66.02,65.0698013305664,2.7,20.53,-1992625467.2660003,-1606725017.6560001
2018-04,china,4871739081.25,1166257998.806,72.11,66.61000061035156,2.7,14.15,3705481082.4440002,4782196173.356
2018-04,russia,459303120.676,166864490.697,72.11,66.61000061035156,2.7,1.66,292438629.979,461193802.3460001
2018-04,usa,2507476031.941,4114201049.597,72.11,66.61000061035156,2.7,20.53,-1606725017.6560001,-1681462419.4699998
2018-05,china,6118638626.547,1336442453.191,76.98,67.43000030517578,2.7,14.15,4782196173.356,5059809316.983
2018-05,russia,625652094.886,164458292.54,76.98,67.43000030517578,2.7,1.66,461193802.3460001,303339162.348
2018-05,usa,2899300190.64,4580762610.11,76.98,67.43000030517578,2.7,20.53,-1681462419.4699998,-1006514166.1269999
2018-06,china,6372365459.416,1312556142.433,74.41,68.79669952392578,2.7,14.15,5059809316.983,4950849402.867001
2018-06,russia,476775221.167,173436058.819,74.41,68.79669952392578,2.7,1.66,303339162.348,287729625.37600005
2018-06,usa,3130108001.546,4136622167.673,74.41,68.79669952392578,2.7,20.53,-1006514166.1269999,-1410192916.2149997
2018-07,china,6094364697.241,1143515294.374,74.25,68.68499755859375,2.7,14.15,4950849402.867001,5225354307.853
2018-07,russia,503121326.045,215391700.669,74.25,68.68499755859375,2.7,1.66,287729625.37600005,53334657.497999996
2018-07,usa,2886553729.728,4296746645.943,74.25,68.68499755859375,2.7,20.53,-1410192916.2149997,-748407856.75
2018-08,china,6480862617.143,1255508309.29,72.53,71.40499877929688,2.7,14.15,5225354307.853,5063807940.034
2018-08,russia,284118337.278,230783679.78,72.53,71.40499877929688,2.7,1.66,53334657.497999996,233902125.67099997
2018-08,usa,3937143123.528,4685550980.278,72.53,71.40499877929688,2.7,20.53,-748407856.75,-1924122633.9370003
2018-09,china,6473378204.748,1409570264.714,78.89,72.51000213623047,2.7,14.15,5063807940.034,4697247258.196
2018-09,russia,416645329.03,182743203.359,78.89,72.51000213623047,2.7,1.66,233902125.67099997,318507169.164
2018-09,usa,2575381016.917,4499503650.854,78.89,72.51000213623047,2.7,20.53,-1924122633.9370003,-1870095121.8130002
2018-10,china,6191332165.566,1494084907.37,81.03,73.6500015258789,2.7,14.15,4697247258.196,3975180497.634
2018-10,russia,502170650.029,183663480.865,81.03,73.6500015258789,2.7,1.66,318507169.164,343198142.482
2018-10,usa,2698362337.091,4568457458.904,81.03,73.6500015258789,2.7,20.53,-1870095121.8130002,-909116869.2930002
